,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
632076,968968,YouTube Music - Stream Songs & Music Videos,A Google User,2019-03-30,2019-04-01,5,I love YouTube music video,MUSIC AND AUDIO,Teen,I love music video,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  I love music video,  love music video,  love music video,  i love music video,  love music video,3,4,Rating
1028662,1585789,Family Locator - GPS Tracker,Joshua Shaw,2019-03-22,2019-04-14,5,this tracker is so awesome! all my friends have this app. We all can track each other! love to use it when we all go on Motorcycle trips.,LIFESTYLE,Everyone,this tracker is so awesome  all my have this  We all can track each other  love to use it when we all go on Motorcycle,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  this tracker is so awesome all my have this We all can track each other love to use it when we all go on Motorcycle,  this tracker so awesome all have this all can track each other love to use when all go motorcycle,  this tracker so awesome all have this all can track each other love to use when all go motorcycle,  this tracker is so awesom all my have this we all can track each other love to use it when we all go on motorcycl,  tracker awesome track love use go motorcycle,3,25,Not_Rating
749024,1148316,TurboTax Tax Return App â€“ Max Refund Guaranteed,Tim Beckler,2019-02-02,2019-04-07,5,"simple, helpful, easy to use",FINANCE,Everyone,simple  helpful  easy to use,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  simple helpful easy to use,  simple helpful easy to use,  simple helpful easy to use,  simpl help easi to use,  simple helpful easy use,2,5,Rating
671881,1028005,Pluto TV - Itâ€™s Free TV,Cecil Wilson,2019-03-10,2019-04-07,5,damn good app see all you want to see,ENTERTAINMENT,Teen,damn good see all you want to see,2,-2,Not_Bug,Not_Feature,Not_UserExperience,Rating,  damn good see all you want to see,  damn good see all want to see,  damn good see all want to see,  damn good see all you want to see,  damn good see want see,2,8,Rating
769303,1185452,Kick the Buddy,bbx bro sis jj mb ma,2019-04-04,2019-04-07,5,this game is cool,GAME ACTION,Teen,this game is cool,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  this game is cool,  this game cool,  this game cool,  this game is cool,  game cool,2,4,Rating
811945,1248677,Ms.Sibyl - See Future Me,stephanie rowell,2019-03-26,2019-04-07,1,it didn't let me do anything unless you buy the three-day retrieve Ohio and I have 0.00 money so it's a really annoying so I think I just had to buy money I don't know how to buy money or do I just put money on like on my own phone earphone like you can't do anything unless you have the 3-day trial that's just makes me so mad I think I'm better than that one one one one one Stars yes that's where all the stores against and yeah that's why I give you one story the word Game of Thrones game at ni,LIFESTYLE,Everyone,it  t let me do anything unless you buy the three  day retrieve and I have money so it  s a really annoying so I think I just had to buy money I don  t know how to buy money or do I just put money on like on my own phone earphone like you can  t do anything unless you have the  day trial that  s just me so mad I think I  m better than that one one one one one yes that  s where all the against and yeah that  s why I give you one story the word Game of game at ni,2,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it t let me do anything unless you buy the three day retrieve and I have money so it s a really annoying so I think I just had to buy money I don t know how to buy money or do I just put money on like on my own phone earphone like you can t do anything unless you have the day trial that s just me so mad I think I m better than that one one one one one yes that s where all the against and yeah that s why I give you one story the word Game of game at ni,  let do anything unless buy three day retrieve have money so really annoying so think just had to buy money don know how to buy money or do just put money like own phone earphone like can do anything unless have day trial that just so mad think m better than that one one one one one yes that where all against yeah that why give one story word game of game at ni,  let do anything unless buy three day retrieve have money so really annoying so think just had to buy money don know how to buy money or do just put money like own phone earphone like can do anything unless have day trial that just so mad think m better than that one one one one one yes that where all against yeah that why give one story word game of game at ni,  it t let me do anyth unless you buy the three day retriev and i have money so it s a realli annoy so i think i just had to buy money i don t know how to buy money or do i just put money on like on my own phone earphon like you can t do anyth unless you have the day trial that s just me so mad i think i m better than that one one one one one yes that s where all the against and yeah that s whi i give you one stori the word game of game at ni,  let anything unless buy three day retrieve money really annoying think buy money know buy money put money like phone earphone like anything unless day trial mad think better one one one one one yes yeah give one story word game game ni,-4,107,Not_Rating
14546,21075,Duolingo: Learn Languages Free,Nylah Andrews,2019-03-01,2019-03-08,5,"Great and easy way to learn a new language..i love it, and it can be fun sometimes",EDUCATION,Everyone,Great and easy way to learn a new language  i love it  and it can be fun sometimes,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Great and easy way to learn a new language i love it and it can be fun sometimes,  great easy way to learn new language love can be fun sometimes,  great easy way to learn new language love can be fun sometimes,  great and easi way to learn a new languag i love it and it can be fun sometim,  great easy way learn new language love fun sometimes,3,18,Not_Rating
248602,376866,Bitmoji â€“ Your Personal Emoji,Natalie Macaroni,2019-03-23,2019-03-24,4,very cute app! i just wish there was more options when it came to short hair (like bob-cuts and such),ENTERTAINMENT,Teen,very cute  i just wish there was more when it came to short hair  like bob  and such,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  very cute i just wish there wa more when it came to short hair like bob and such,  very cute just wish there was more when came to short hair like bob such,  very cute just wish there wa more when came to short hair like bob such,  veri cute i just wish there was more when it came to short hair like bob and such,  cute wish came short hair like bob,3,18,Not_Rating
696765,1069966,WildCraft: Animal Sim Online 3D,siderider2,2019-02-24,2019-04-07,5,I LOVE IT AND I ONLY NEED ONE MORE ANIMAL AND IT IS THE BEAR I LOOOOOOOVE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,FAMILY,Everyone 10+,I LOVE IT AND I ONLY NEED ONE MORE ANIMAL AND IT IS THE BEAR I IT,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  I LOVE IT AND I ONLY NEED ONE MORE ANIMAL AND IT IS THE BEAR I IT,  love only need one more animal bear,  love only need one more animal bear,  i love it and i onli need one more anim and it is the bear i it,  love need one animal bear,3,17,Not_Rating
855485,1316162,Apple Music,A Google User,2019-03-29,2019-04-07,1,said it was free but I have to pay to listen,MUSIC AND AUDIO,Teen,said it was free but I have to pay to listen,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  said it wa free but I have to pay to listen,  said was free but have to pay to listen,  said wa free but have to pay to listen,  said it was free but i have to pay to listen,  said free pay listen,1,11,Rating
308459,468786,TurboTax Tax Return App â€“ Max Refund Guaranteed,Reuben Gibson,2019-02-07,2019-03-24,1,this app doesn't give you a service number when you purchase the app and then can't open it and finish your taxes,FINANCE,Everyone,this  t give you a service number when you purchase the and then can  t open it and finish your,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  this t give you a service number when you purchase the and then can t open it and finish your,  this give service number when purchase then can open finish,  this give service number when purchase then can open finish,  this t give you a servic number when you purchas the and then can t open it and finish your,  give service number purchase open finish,1,20,Not_Rating
451372,685956,Duolingo: Learn Languages Free,tracy Richardson,2019-03-27,2019-04-01,1,"Very disappointed, got this app liked it at first, but then had to create a profile and couldn't progress until i did and had to be online all the time, Uninstalling. ðŸ˜­",EDUCATION,Everyone,Very disappointed  got this it at first  but then had to create a profile and  t progress until i did and had to be all the time,1,-3,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Very disappointed got this it at first but then had to create a profile and t progress until i did and had to be all the time,  very disappointed got this at first but then had to create profile progress until did had to be all time,  very disappointed got this at first but then had to create profile progress until did had to be all time,  veri disappoint got this it at first but then had to creat a profil and t progress until i did and had to be all the time,  disappointed got first create profile progress time,-3,27,Not_Rating
401352,611033,YouTube Music - Stream Songs & Music Videos,Ankit Srivastava,2019-03-19,2019-03-24,3,Add screen off feature for free.,MUSIC AND AUDIO,Teen,Add screen off feature for free,1,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  Add screen off feature for free,  add screen off feature for free,  add screen off feature for free,  add screen off featur for free,  add screen feature free,1,6,Rating
405534,617427,Pandora Music,Aaron Barlow,2019-03-02,2019-03-24,5,You don't need to pay to listen to the music you want ðŸ˜Ž,MUSIC AND AUDIO,Teen,You don  t need to pay to listen to the music you want,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  You don t need to pay to listen to the music you want,  don need to pay to listen to music want,  don need to pay to listen to music want,  you don t need to pay to listen to the music you want,  need pay listen music want,1,13,Rating
109320,166918,Spotify - Music and Podcasts,,2019-03-08,2019-03-09,5,everything you need,MUSIC AND AUDIO,Teen,everything you need,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  everything you need,  everything need,  everything need,  everyth you need,  everything need,1,3,Rating
400641,609912,Apple Music,Gloowrie O,2019-03-19,2019-03-24,2,my Apple music has stopped playing even my downloaded songs. nothing works. help!!!!!,MUSIC AND AUDIO,Teen,my Apple music stopped even my  nothing works  help,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  my Apple music stopped even my nothing work help,  apple music stopped even nothing works help,  apple music stopped even nothing work help,  my appl music stop even my noth work help,  apple music stopped even nothing works help,1,9,Rating
53746,77952,Chase Mobile,,2019-03-04,2019-03-08,5,excellent in information,FINANCE,Everyone,excellent in information,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  excellent in information,  excellent information,  excellent information,  excel in inform,  excellent information,4,3,Rating
979647,1510725,PUBG MOBILE,Alex Gorman,2019-04-14,2019-04-14,5,it doesn't load it kicks me out of the game and I have to reinstall the app to just make it work for a short time until I have to re do the whole process again please fix this problem,GAME ACTION,Teen,it  t load it me out of the game and I have to reinstall the to just make it work for a short time until I have to re do the whole process again please fix this problem,2,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it t load it me out of the game and I have to reinstall the to just make it work for a short time until I have to re do the whole process again please fix this problem,  load of game have to reinstall to just make work for short time until have to re do whole process again please fix this problem,  load of game have to reinstall to just make work for short time until have to re do whole process again please fix this problem,  it t load it me out of the game and i have to reinstal the to just make it work for a short time until i have to re do the whole process again pleas fix this problem,  load game reinstall make work short time whole process please fix problem,2,38,Not_Rating
562651,862408,"Calm - Meditate, Sleep, Relax",A Google User,2019-01-17,2019-04-01,5,This app is so worthwhile! A wonderful investment in living life better.,HEALTH AND FITNESS,Everyone,This is so  A wonderful investment in living life better,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  This is so A wonderful investment in living life better,  this so wonderful investment living life better,  this so wonderful investment living life better,  this is so a wonder invest in live life better,  wonderful investment living life better,3,10,Rating
